67,3/21/2011 9:49:52,Ben Doherty,19/03/2011,The Age,Sensationalist language and thin on whole truths,7,http://media.theage.com.au/national/selections/tokyo-residents-gripped-by-fear-and-uncertainty-2240916.html
68,3/21/2011 10:02:18,?,?,NHK,Mistaken identityUnderestimating casualties,5,""
69,3/21/2011 10:43:55,Rosie DiManno,20/03/2010,http://www.thestar.com/news/world/article/957069--dimanno-no-escape-valve-for-so-much-grief,degrading the Japanese Culture,10,http://www.thestar.com/news/world/article/957069--dimanno-no-escape-valve-for-so-much-grief
70,3/21/2011 10:49:16,Jules Seegers,20-03-2011,NRC.nl (website of Dutch NRC newspaper),"fear mongering: ""De overheid waarschuwde gisteren dat gevaarlijke hoeveelheden radioactiviteit in voedsel zijn gevonden."" Translated: ""The government warned yesterday that dangerous amounts of radioactivity have been found in food"". The real situation is that amounts exceeding the limit have been found. But the found amounts are not dangerous for human health, according to the Japanese government.",9,http://www.nrc.nl/nieuws/2011/03/20/japanse-veiligheidsexpert-te-laat-gereageerd-op-straling/
71,3/21/2011 10:54:09,Jack Cafferty,15-03-2011,CNN - Cafferty File - ,"""Why is there no looting in Japan""- Racial-cultural stereotyping- MIsleading and incomplete information. Instances of Japanese looting ignored.- Lack of context, such as lack of looting in New Zealand quake, American Midwest, and generally all other rural-farming areas in most places in the world. ",8,http://caffertyfile.blogs.cnn.com/2011/03/15/why-is-there-no-looting-in-japan/
72,3/21/2011 10:59:15,Andrew Gilligan,20-03-2011,The Daily Telegraph,"Gross exaggeration, fabrication, unbelievable negative speculation and downright unprofessionalism",8,http://www.telegraph.co.uk/news/worldnews/asia/japan/8393056/Japan-earthquake-calm-after-the-storm.html
73,3/21/2011 11:17:14,Brian Thomson,16-03-2011,SBS TV,"This report seems to be based entirely on hearsay EG:“Basically we hear that…” (From whom?)“That is what we understand is happening now” (From whom?)“Now I’m not so sure that today the radiation levels are any lower, that is certainly the news that we are hearing” (From whom?)“They have had to deploy helicopter pilots regardless of the risks to their health.”(According to whom?)“We understand a US team has been up to the site and they have been aghast at what they have seen” (According to what source?)",8,http://www.youtube.com/watch?v=V6THrypSfaA
74,3/21/2011 12:00:30,Glenn Beck,14-03-2011,http://www.huffingtonpost.com/2011/03/14/glenn-beck-japan-earthquake-god_n_835573.html,The Huffington Post reports that Glenn Back believes the earthquake could have been a message sent by God. Audio available on Huffington Post's website.,10,http://www.huffingtonpost.com/2011/03/14/glenn-beck-japan-earthquake-god_n_835573.html
75,3/21/2011 12:41:36,Jesus Diaz,20-03-2011,Gizmodo.com,"Jesus Diaz was in charge of compiling all of the disaster coverage at Gizmodo.com.  He focused almost entirely on the nuclear power plant, and went so far as to ban numerous users who questioned his lack of coverage of the growing humanitarian disaster unfolding in the Tohoku region.His coverage continues to ignore the plight of people in the country needing immediate assistance, and plays up the severity of the nuclear reactor situation, despite numerous reports from UN watchdogs and Tepco officials citing increasing stability.  The compiled report is labeled 'the definitive japan crisis timeline' but leaves the majority of critical information off the page.",8,http://gizmodo.com/#!5780998/the-definitive-japan-crisis-timeline
76,3/21/2011 12:56:14,Peter Seiffert,13.03.2011,DPA,"1) Stating that Fukushima is worse than Chernobyl (title of article)2) Using a known quack as a source of informationI could go on and on.... Absolutely shameful politicizing, combined with outright lies.",9,http://nachrichten.t-online.de/physiker-fukushima-schlimmer-als-tschernobyl-/id_44957552/index
77,3/21/2011 13:08:20,Edgar Galicia,16-03-2011,TVAzteca Noticias,"This reporter and his team made wrong translations from Japanese to Spanish. For example at minute 00:18 the Japanese man says ""Please stop recording my face"" and the news translated as ""these are the remains of my house"".In another part at 2:03 there is a Japanese lady saying ""here we make simulations (for earthquake) every year "" and they translated as ""we will never forget this""In the last part of the video, an old lady is saying something that is difficult to understand, even for a native speaker. However they translated as ""Now we dont know what we will do, the sea took everything from us"" (actually it is impossible that she said all that since the thing that she said in Japanese is very short)",10,http://www.aztecanoticias.com.mx/capitulos/internacional/40926/tsunami-devasto-pueblo-turistico-en-japon
78,3/21/2011 14:30:19,Rosie DiManno,15-03-2011,Toronto Star,"Factually incorrect data - there is no Shinkansen from Narita to Tokyo. She reports an estimated 15,000 dead (""surely to rise in the days and weeks"", she says), when as of today (20th) there are only some 8,500 confirmed dead. She reports that Tokyo residents wear masks as a result of exhaust and smog, when the majority of residents wear masks because of either pollen, or because they do not wish to spread germs from colds and flu. Some wear masks in the hope it will help protect against colds and flu. ",8,http://www.thestar.com/news/world/article/953810--dimanno-sense-of-helplessness-has-settled-over-japan#article
79,3/21/2011 14:30:40,Mike Adams,21-03-2011,Natural News,"Relays an AP report, (no link), that it claims is ""carried by hundreds of mainstream news organizations"" (no links) about a Japanese health ministry official admitting the delay in recognizing the need for distribution of KI to Fukushima inhabitants (it may be true, but I haven't seen it on Kyodo). The really egregious offense comes with the sentence: ""Last week, he [Obama] publicly urged people to do nothing to prepare against the very real possibility of radioactive fallout reaching California"". Rated as 9 for the fear-mongering element.",9,http://www.naturalnews.com/031780_potassium_iodide_thyroid.html
80,3/21/2011 14:35:36,Rosie DiManno,20-03-2011,Toronto Star,"Patronizing human drama piece in which Rosie DiManno projects her presumption that the Japanese need to cry. DiManno perpetuates the myth of the ""White Man's Burden"" as she shows the backwards Japanese that it is OK to cry. ",10,http://www.thestar.com/news/world/article/957069--dimanno-no-escape-valve-for-so-much-grief
81,3/21/2011 14:57:20,Anderson Cooper,3/15/2011,CNN,"Scaring the Japanese public with unbalanced reporting and the interview of Walsh, a contributor who appears to be paid to heighten emotions and bolster the scare element in AC's story. ",10,http://www.cnn.com/video/data/2.0/video/bestoftv/2011/03/15/exp.ac.new.nuke.fire.cnn.html
82,3/21/2011 15:16:19,Chris Brown,21-03-2011,CBC - The National,"The dramatic Google map which opened the story pointed to ""Noda, Chiba"" and the reporter went on to talk of ""utter devastation"".  They likely mean Noda, Iwate which is hundreds of kms north.  ",6,""
83,3/21/2011 16:27:41,Cnn,21-03-2011,CNN.com,"They have a headline stating ""Breaking News Crisis in Japan"".This implies that something new has happened to aggravate the crisis, yet when you watch the segment and headlines there is actually positive news that the reactors situation is under control. Their use of the ""breaking news"" slogan create impressions of a worsened status quo. This is sensationalism and fear mongering.",8, CNN.com
84,3/21/2011 16:28:55,B. Rutten,March 20th 2011,www.powned.tv,"Exaggeration, misinformation.",10,http://www.powned.tv/nieuws/buitenland/2011/03/veel_voedsel_giftig_in_japan.html
85,3/21/2011 17:00:09,Massimo Triulzi,15-03-2011,Corriere della Sera (online edition),"Headline: ""I got a phone call: run while you can"". Interview with ""Peppe the pizzaiolo"" a Tokyo resident who decided to stay in Tokyo in spite of the danger. Peppe's assessment of the situation in Tokyo: ""The city is empty, the streets are deserted. Everyone is shut in their houses. Shops are closed and food stores have nothing to sell. Some areas of the city are out of water and electricity works intermittently. It seems to be in a ghost town"" (La città è vuota, per le strade non c’è più nessuno: sono tutti chiusi nelle case. I negozi sono serrati e gli alimentari non hanno più nulla da vendere, in alcune zone della città non c’è l’acqua e l’elettricità funziona solo ogni tanto. Sembra di essere in una città fantasma). The rest of the article exalts Peppe's bravery and love for the city that welcomed him. ",8,http://www.corriere.it/esteri/11_marzo_15/peppe-pizzaiolo-tokyo-triulzi_911365cc-4f1b-11e0-9fbe-81b04f5e425c.shtml
86,3/21/2011 17:35:07,Liz Hayes,20-03-2011,60 Minutes Australia (TV),"Highly sensationalist. Talking about the radiation situation out of context of what is a 'normal' level of radiation just to make a story. They talk to a man in charge of monitoring the radiation levels who says it isn't worrying. They don't ask him anything more and then go straight to people in the street, saying how worried they are and having a lengthy conversation.Eg. LIZ HAYES: With every breath of air the people of Tokyo take in, so, too, does this rather anonymous-looking silver stack, a monitor perched on the rooftop of the Institute of Public Health. This is quite a nerve centre and it is here that they take daily readings of radiation levels. In fact, they do it on an hourly basis. And those levels are already showing that the radiation is 20 times higher than normal. That's a good reason for the people of Tokyo to be concerned. Inside, staff collate the data and pass on the information to government authorities. So it was 20 times higher than normal.TRANSLATION: Right. OK.LIZ HAYES: Doesn't that worry you?TRANSLATION: No.LIZ HAYES: It is a reading that does worry many on the streets, though, streets that no longer feature their trademark neon signs and, by Tokyo's standards, are almost deserted. How concerned are you about the radiation leaks?MAN: Um... I'm very afraid in this case because this is like Chernobyl.LIZ HAYES: It's like Chernobyl.MAN: Yes!",7,http://sixtyminutes.ninemsn.com.au/article.aspx?id=8225820
87,3/21/2011 18:02:06,B. Rutten,March 21st 2011,PowNed,Misinformation.,8,http://www.powned.tv/nieuws/buitenland/2011/03/zorgenfukushima_nemen_weer_toe.html
88,3/21/2011 18:09:08,"well that's embarrassing but I can't find the name of the author of this ""masterpiece"" or someone rather ashamed to sign under this ... thing (I want to say crap but it probably  will censored)",17-03-2011,http://rt.com/usa/news/us-nuclear-plume-usa-japan/,"all usual cheap hysteria. nothing new at all. according to the article there should be ""a nuclear plume"" over the west coast of the U S by March 18 (well, I hate to break it to the author of the thing, but it's the 21st now and nothing has had happened); the usual ""thousands descending on Japan's airports fighting to get out of the country""; random warnings by god knows whom stating that Japan has only ""48 hours to avoid a Chernobyl like disaster"" and so on. the person who wrote this piece had not even left his office of his I bet fancy building, just browsed over the internet, picked up a few catchy lines and put in their story. Is it what the modern journalism is all about?! ",9,http://rt.com/usa/news/us-nuclear-plume-usa-japan/
89,3/21/2011 18:18:25,Unknown,March 21st 2011,Telegraaf,"Misinformation, speculation.",8,"http://www.telegraaf.nl/buitenland/9318701/___Helft_helden_Fukushima_sterft___.html?p=1,1"
90,3/21/2011 18:26:30,Channel 7 ,12/3/2011,Channel 7 News,Superimposing a Mushroom cloud explosion onto Fukushima Nuclear plant.,10,http://www.twitvid.com/CSVUI
91,3/21/2011 18:27:53,not applicable,21-03-2011,Repubblica,"Today, the front page of the online version of the paper has a link called ""The Contaminated"" (""I contaminati""). Yesterday (20th), the same link was called ""Among the contaminated"" (""Tra i contaminati."") However, the article it links to is a report from Adachi Ward, Tokyo describing the conditions of refugees from villages around Iwaki (misspelt Ivaki), forty km away from the power plant. These are said to be worrying about possible contamination and complaining that they are not being tested for it because their homes were outside the exclusion zone. While the report on the stressful situation in which these people are may be true, the link title clearly misrepresents the piece by giving the impression that the refugees are surely contaminated. Moreover, a gallery of photos that is posted next to the piece is entitled  ""Photos from Saitama, the stadium that serves as refuge for the contaminated"" (""Foto Saitama, lo stadio-rifugio dei contaminati""). This is another group of people, who are evacuees from the exclusion zone and whose pictures have appeared on other websites, always captioned ""evacuees"", not ""contaminated people"". They should not be referred to as ""contaminated"" as there is no evidence that they are such. All this suggests that there is an editorial intention to give the impression that evacuees and refugees are in fact all contaminated by radiation.",8,http://www.repubblica.it/http://www.repubblica.it/esteri/2011/03/19/foto/saitama_lo_stadio-rifugio_dei_contaminati-13834702/?ref=HRER1-1http://www.repubblica.it/esteri/2011/03/20/news/palasport_tokyo_paura_test-13852390/?ref=HRER1-1
92,3/21/2011 19:35:04,Junko Fujita and Kazunori Takada,21-03-2011,Reuters/AlertNet,"They entitled the article, ""WHO warns of ""serious"" food radiation in disaster-hit Japan"" while FAQ or any other release preceding it released on the previous day does not warn this.The article features a Manila-based WHO spokesman as saying, ""Quite clearly it's a serious situation,""in an interview with the Reuters. Spokesman reportedly continued to say, ""It's a lot more serious than anybody thought in the early days when we thought that this kind of problem can be limited to 20 to 30 kilometres ... It's safe to suppose that some contaminated produce got out of the contamination zone."" That's it. Then the article goes on with a separate account coming from the Japanese Ministry of Health and Welfare, as if to strengthen the WHO Spokesman's point, and then goes on to 'imply' that Japan could suffer credibility loss due to the ""seriousness"" of the food contamination.""Japan is a net importer of food, but has substantial exports -- mainly fruit, vegetables, dairy products and seafood -- with its biggest markets in Hong Kong, China and the United States.""""China would monitor food imported from Japan, the Xinhua news agency said, citing the country's quality control watchdog. South Korea said it would expand inspections for radioactivity to processed and dried agricultural Japanese food, from just fresh produce.""",8,Article - http://www.trust.org/alertnet/news/japan-nuclear-crisis-on-edge-disaster-toll-grows/WHO's FAQ - http://www.who.int/hac/crises/jpn/faqs/en/index7.html
93,3/21/2011 19:41:12,Tyler Durden,20-03-2011,http://www.infowars.com,Trying to claim that reactors are starting to overheat again. Also trying to claim that there will be long term effects for the world from this reactor.,8,http://www.infowars.com/here-are-the-downstream-effects-from-the-fukushima-catastrophe/
94,3/21/2011 19:44:14,N/A,21-03-2011,TV3 (NZ),"Not actually bad journalism but exceedingly poor taste. TV3 is running a promo of its news service using its allegedly superior coverage of the tsunami and quake versus rival TV1. Both channels have had abysmal reporting: scaremongering, inability to pronounce place names, focusing on stories relating to NZ/other caucasian individuals who were unharmed at the expense of reporting on the thousands of Japanese casualties, interviews with nuclear ""experts"" who are in fact members of antinuclear lobby groups, etc. ",8,""
95,3/21/2011 20:50:02,Bill Kaufman,21-02-2011,The Calgary Sun,"Interviews a man who has family ""trapped"" without food, in Northern Chiba, which they make out to be closer to the epicenter of the tragedy than it was. Liberal doses of all of the issues - nuclear holocaust, no food or supplies. Also misrepresents attribution of the voluntary evacuations for US and British citizens as being from radiation, where as they are travel warnings due to disruptions in Tokyo.Also use of the word ""trapped"" in the title. If they are in Chiba, can't they simply hop on over to Narita?",8,http://www.calgarysun.com/news/alberta/2011/03/17/17658031.html
96,3/21/2011 21:49:49,MARK MACKINNON,18/03/2011,"Globe and Mail, Canada","Tasteless, leering and condescending headline references war-era Japan.Saying Japan is at ""rock bottom,"" when Tokyo has been fine and it's still unclear how the recovery effort will affect the economy, etc. Reference to supermarket shortages is amped up beyond the reality of the situation.Dark days for the empire of the sun""In many ways, Japan is at rock bottom. A society built on order and technology has seen both fail as one of the world’s most advanced countries suffers through one system shock after another. Cities have seen their power cut in an effort to save electricity for the relief work and the race against time in Fukushima. The always reliable train network is suddenly sporadic, and it will be some time before service of any kind can be restored to the north of the country. Supermarket shelves in Tokyo are being stripped bare of rice, bread, noodles, bottled water, batteries, dog food and diapers.",10,http://www.theglobeandmail.com/news/world/asia-pacific/dark-days-for-the-empire-of-the-sun/article1948181/
97,3/21/2011 22:55:25,Chris Hogg,20-03-2011,BBC News Website - Asia Pacific,"""Again it is the stalwart exterior that is on show, but you have to wonder how much uncertainty there is behind the mask. As a foreigner in Japan, that is a question you'll almost never get an answer to.""Stereotyping based on assumptions, not facts. ",5,http://www.bbc.co.uk/news/world-asia-pacific-12798799
98,3/21/2011 22:59:15,GIAMPAOLO VISETTI,20-03-2011,http://www.repubblica.it/esteri/2011/03/20/news/tokyo_capitale_in_agonia-13852633/,"Catastrofic article about a devastated Tokyo. In italian language. On Repubblica.it there are a lot of those articles. They always create sensationalism for nothing. I think they do this to raise the click rate on sponsors. The title is ""Tokyo capitale in agonia, non vivremo piu' qui"", meaning ""Tokyo, capital in agony, we won't live here anymore"". ",10,http://www.repubblica.it/esteri/2011/03/20/news/tokyo_capitale_in_agonia-13852633/
99,3/21/2011 23:44:43,Robert Hetkämper (reporter),21.03.2011,Die Welt (online),1) The reporter is stating that Tepco has been using homeless and underage for different kind of jobs. They supposedly were fired when being radioactively contaminated. This - according to Die Welt has been going on for years.2) Another so-called expert is stating that all people who were helping to put out the fire etc have been contaminated and will VERY LIKELY DIE. He adds that dying from radioactive contamination is NOT A NICE KIND OF DEAD!Can not believe what I just read. ,10,http://www.welt.de/vermischtes/weltgeschehen/article12901818/Schickt-Tepco-Obdachlose-ins-havarierte-AKW.html
100,3/21/2011 23:47:23,21 søndag,3/20/20011,DR - national TV Denmark,"Broadcasting a comparison between Fukushima and Chernobyl, sending a man there to measure the radiation. When shown on the TV-screen the measurement for comparison with Chernobyl was Copenhagen and the radiation level was 0,06 microsievert/hour. 3 days before this the level in Shinjuku was 0,0562 (and since then things got more under control). However - this was never mentioned in the program. Wouldn't want panic in our howe quarters, would we now?",7,""
101,3/21/2011 23:50:07,"TOMOKO OTAKE, SETSUKO KAMIYA and JUN HONGO",19-03-2011,The Japan Times,"A Q&A article on effects of radiation is mostly fine but in the question ""Is the higher radiation in Tokyo dangerous enough to pose immediate health risks? Should I evacuate?"" the writers quote Masaharu Hoshi, professor at Hiroshima University's Research Institute for Radiation Biology and Medicine, as saying, ""In the Kanto region, radiation levels in the air rose significantly across the board Tuesday — as much as 100 times normal in Ibaraki Prefecture and about 20 times normal in Tokyo.  But Hoshi said there is no imminent need for Tokyoites to evacuate, although it's advisable that they shower when they get home."" ",4,http://search.japantimes.co.jp/cgi-bin/nn20110319f1.html
102,3/22/2011 0:40:09,Nick Allen,15-03-2011,telegraph.co.uk,Complete exaggeration of the facts. There was no panic to be seen on that day in Tokyo. Mr Allen is just taking liberties with the facts. ,8,http://www.telegraph.co.uk/news/worldnews/asia/japan/8382504/Japan-earthquake-panic-in-Tokyo-as-radiation-spreads.htmlGeneral linkshttp://www.telegraph.co.uk/journalists/nick-allen/
103,3/22/2011 1:17:54,Rai1 ,18-03-2011,TG1 Notte,On the video of a man searching pictures of the family (I saw the same video on NHK in japanese) the Italian journalist said: The desperate man searching food under the destroyed Sushi restaurant.,8,http://www.rai.tv/
104,3/22/2011 1:43:07,TV søndag,3/20/2011,DR - Danish national TV channel,"On comparing radiation in Copenhagen (Denmark) and Chernobyl in order to indicate that Fukushima would develop to that scale of disaster and tell how to cope with the future if it happens, they forgot to mention that the radiation level in Copenhagen used for comparing was 0,06 (as could be seen on the screen) - this compares with an radiation in Shinjuku on the 17th, which was 0,05. Panic in Copenhagen, watch out. ",7,""
105,3/22/2011 1:50:41," ERIC TALMADGE and MARI YAMAGUCHI, Associated Press",22-03-2011,http://news.yahoo.com/s/ap/20110321/ap_on_bi_ge/as_japan_earthquake,Overblown headline - Workers flee Japan nuclear plant as smoke rises,7,""
106,3/22/2011 2:20:07,GIAMPAOLO VISETTI,20-03-2011,http://www.repubblica.it/esteri/2011/03/20/news/tokyo_capitale_in_agonia-13852633/,"Catastrofic article about a devastated Tokyo. In italian language. On Repubblica.it there are a lot of those articles. They always create sensationalism for nothing. I think they do this to raise the click rate on sponsors. The title is ""Tokyo capitale in agonia, non vivremo piu' qui"", meaning ""Tokyo, capital in agony, we won't live here anymore"". ",10,http://www.repubblica.it/esteri/2011/03/20/news/tokyo_capitale_in_agonia-13852633/
107,3/22/2011 3:06:17,Fernanda Cabrera,15/03/2011,Telemundo deMañana,"This woman has portrayed a very JOLLY demeanor while reporting on the news from Japan. Her tone borders with laughter while she reported on a variety of occasions the ""total nuclear meltdown"" of the Fukushima reactors, the ""death of more than 12000 people in the Miyagui prefecture"", etc. Not only it is insulting but also the inaccuracy of the reports is blatant.",8,""
108,3/22/2011 3:45:14,Unknown,March 21st 2011,Telegraaf,Unverified sources.,6,"http://www.telegraaf.nl/buitenland/9327057/___Daklozen_werken_in_rampcentrale___.html?sn=binnenland,buitenland"
109,3/22/2011 5:00:22,Online redation,21-03-2011,Corriere della Sera,"Title suggest huge food contamination (and darger to public health), while the article point out that the radioactivity levels found in milk and vegetables are not dangerous. ",5,http://www.corriere.it/esteri/11_marzo_21/giappone-pressione-reattore-test-mare_a765e6b8-538c-11e0-9775-d7937a6c081d.shtml
110,3/22/2011 5:06:15,Kyodo News,20-03-2011,here,"NEED TO CORRECT/REMOVEYou need to correct this entry on Kyodo News. You say the headline reads ""Radioactive iodine detected in Tokyo, vicinity,"" but leave out ""no health risk: gov't"" IN THE SAME HEADLINE. Play by your own rules, please. Kyodo is merely repeating what the local governments themselves are reporting, in English.  They often report brief headlines at the instant of an announcement and fill in the details shortly thereafter. A huge service to the international community. Look at the link and read the story. ",1,http://www.japantoday.com/category/national/view/traces-of-radioactive-iodine-found-in-tap-water-in-tokyo-other-areas
111,3/22/2011 6:26:19,NA,22-03-2010,TV3 (NZ),"Not actually bad journalism but exceedingly poor taste. TV3 is running a promo of its news service using its allegedly superior coverage of the tsunami and quake versus rival TV1. Both channels have had abysmal reporting: scaremongering, inability to pronounce place names, focusing on stories relating to NZ/other caucasian individuals who were unharmed at the expense of reporting on the thousands of Japanese casualties, interviews with nuclear ""experts"" who are in fact members of antinuclear lobby groups, etc.",8,http://www.youtube.com/watch?v=7Sba3W1T0aY
112,3/22/2011 7:58:50,PA,21-03-2011,The Independent,Omission and possible misquote.,8,http://www.independent.co.uk/news/world/asia/japans-nuclear-accident-beyond-belief-2248107.html
113,3/22/2011 10:25:34,Hayden Cooper,22-03-2011,ABC TV (Australia) Midday News,"When trying to hype up a story with the byline ""Radioactive food fears grow in Japan"" used footage of food vendors in Ame-mura (clearly showing the sign above the street in Japanese).Only problem is that this street is in Osaka (western Japan) nowhere near Fukushima and any food production sites that may be affected by radiation.Also conveniently glosses over that fact that food and milk products from any of the affected areas in Fukushima have already been quarantined and are not for sale in any region.",5,This is the text link to the article but doesn't have offending image of Ame-mura as a still.<http://www.abc.net.au/news/stories/2011/03/22/3170109.htm>
114,3/22/2011 11:20:46,Richard Shears,22-03-2011,http://www.dailymail.co.uk,Fearmongering,7,http://www.dailymail.co.uk/news/article-1368357/Radiation-poisoning-food-supply-Japan-lot-feared-eggs-milk-danger-list.html?ito=feeds-newsxml
115,3/22/2011 11:50:12,Roberto De Vido,22-03-2011,Japan Times,"The article is entitled Judge not, lest you be judged but soon drift off subject to make accusations again TEPCO staff although the write fails to identify any of his sources.So it seems that one one had the reporter defends those who left Tokyo and ask them not to be judged others, but soon takes the high moral ground and starts judging others himself.",6,http://search.japantimes.co.jp/cgi-bin/fl20110322a2.html
116,3/22/2011 13:52:27,David Gutnick,21-03-2011,CBC Radio /The Current,"Gutnick travelled to Horoshima determined to establish a link between radiation poisoning from the Hiroshima bombing and the potential for radiantion poisoning at the Fukushima nuclear station. He interviewed a few citizens who, although painfully polite, brushed off his nonsense with comments about the bombing being an act of war and whereas the ongoing difficulty at Fukushima was an unfortunate failure resulting from the force of nature. A few seemed to be offended that he would attempt the equation, and from the hysterical tone that crept into his voice, it was clear that Gutnick found their common-sense replies offensive.He finally found an interviewee whose responses suited him - a bombing survivor who was also an opponent of nuclear plants in general and especially a proposed one about 80 km from Hiroshima. He kept feeding her loaded questions and remarks but, she came across as much more rational than him, even while giving him what he wanted.Gutnick was abetted by uber-liberal show hostess Anna Maria Tremonti, who preceded and followed his piece with comments about a ""looming disaster"" and contamination of local spinach and milk with radiation levels up to 17 times ""safe"" levels. She didn't elaborate on what ""safe"" levels are. One presumes that she meant background levels.All in all, a truly disgusting performance.",10,http://www.google.ca/#hl=en&source=hp&biw=891&bih=644&q=the+current+cbc&aq=1&aqi=g10&aql=&oq=the+current&fp=207be8665002b41c  
117,3/22/2011 14:10:34,Carmen Yuen,21-03-2011,lacarmina.com/blog,"Fear-mongering, blog posts telling foreigners to leave Tokyo before radiation kills them, claiming to post ""vital information"" for those in Japan but only tweeted her own blog posts about her friends in Kansai and unaffected areas. Never once tweeted useful information about Japan; only retweeted her boyfriend's tweets as they are more ""important."" The worst kind of fear-mongering that just seeks to get website traffic. All posts were obviously written for SEO and gaining traffic about the disaster in Japan. ",8,"The main fear-mongering post was taken down hours after being up due to bad reception by readers, and tweets henceforth had a bitter tone about it. Other posts are still up."
118,3/22/2011 15:27:07,Chris Lawrence,22-03-2011,CNN.com,Claiming that the USS George Washington left port in Yokosuka “in order to get away from the plume of radioactive particles that could blow over the base”. Fear mongering and in contrast to what is being reported to the people of the base. No consideration for the ships that may not be in port due to their assistance with humanitarian efforts.  ,9,http://edition.cnn.com/2011/US/03/21/japan.military.evacuation/index.html?eref=mrss_igoogle_cnn
119,3/22/2011 15:35:44,Dr. Gupta,20-03-1011,CNN,"Gupta states that the Japanese government cannot be trusted because they stated ""400 milliseverts""  instead of ""400 microseverts...""a thousandfold difference"".   Neither he nor anyone else followed up to say that in effect the Japanese government had accidentallyexaggerated a statement but instead implied that the Japanese government was grossly underestimating a situation.   Gupta added ""it could be a matter of translation"".  Yet, this wasused as a major summation of why Japanese information could not be trusted.",5,""
120,3/22/2011 16:07:49,Robert Hetkämpfer ,21-03-2011,www.welt.de,"Headline ""Is Tepco sending homeless people into the Nuclear Power Plant?""He claims that Tepco is sending homeless and minor into the NPP.GERMAN NEWS REPORTER IS FROM ARD Erstes Deutsches Fernsehen",10,http://www.welt.de/vermischtes/weltgeschehen/article12901818/Schickt-Tepco-Obdachlose-ins-AKW.html
121,3/22/2011 16:22:13,Hurriyet Web Site ,23-02-2011,Turkish Hurriyet Website,"Reporting wrong information released by WHO by saying there is serious a short-term heath risk from contaminated food chain although WHO reported as ""No short-term risk from contaminated food"". In Turkish it was reported as below""Besin zincirinde tehlike büyükDünya Sağlık Örgütü WHO, Japonya’da süt ve ıspanakta bulunan radyasyon ile başlayan, gıda zincirindeki kirlenmenin tahminlerden çok büyük olduğu uyarısında bulundu.Örgütün sözcüsü Peter Cordingley, Filipinler’in başkenti Manila’da yaptığı açıklamada, “Japonların söylediğinden çok daha büyük bir tehlike söz konusu. Radyasyon yayılmasının bahsedilen alandan çok daha geniş bir alana ulaştığını rahatlıkla söyleyebiliriz” dedi.Sağlık örgütü sözcüsü, Japonların açıkladığı gibi kirlenen bölgenin 20-30 kilometre olmadığını da belirterek, çok sıkı kontroller yapılması gerektiğini kaydetti.""",8,http://www.hurriyet.com.tr/dunya/17337698.asp?gid=373
122,3/22/2011 16:35:45,Gianluigi Paragone,18-03-2011,L'ultima Parola Rai Due,"The Images of the tsunami with the writing: ""Nuclear Apocalips"", the video look likes the destruction was not made by the tsunami but by the Fukushima Plant. The speaker talked about the disaster made by nuclear.",9,http://www.rai.tv/dl/RaiTV/programmi/media/ContentItem-33c41611-4636-4a9f-9065-e3a3c714f5b4.html#p=0
123,3/22/2011 18:55:14,Evan Osnos,28-03-11,New Yorker (online edition),"As a whole the article is responsible, but the author, who likens the emperor's television address to the nation to the previous emperor's radio address in 1945 announcing Japan's surrender, goes on to describe Emperor Akihito ""as speaking in a courtly language that most of his listeners do not understand."" The remark, which obviously draws from ubiquitous descriptions of the 1945 radio address rather than an understanding of the almost painfully prosaic language used by the current emperor, suggests that the image of ""inscrutable Japan"" has as long a half-life as cesium and can color in both subtle and not-so-subtle ways even well-meaning coverage.",3,http://archives.newyorker.com/?i=2011-03-28&email-analytics=newsletter110328p070#folio=072
124,3/22/2011 18:56:51,Unknown,21-03-2011,De Telegraaf - Netherlands,"Sensationalism, based on unchecked sources ",10,http://bit.ly/f334Qu
125,3/22/2011 19:53:50,"Not known, not relevant for this one",22-03-2011,SBS world news Australia,"Report title reads 'Japan Orphans' and then the reporter proceeds to interview two children ... and their mother!  Has the definition of orphan somehow come to mean children with one parent?  SBS's voice over introduction opened with the phrase 'Japan's disaster has left a generation of orphans'.  Has the word 'generation' come to mean something different as well since I last heard it?  Shame SBS, and it's not your first offense.  http://player.sbs.com.au/naca/#/naca/wna/Latest/playlist/Japan-orphans/",4,http://player.sbs.com.au/naca/#/naca/wna/Latest/playlist/Japan-orphans/
126,3/22/2011 20:53:09,embassy staffer,19-03-2011,Australian Embassy Tokyo,"I rang on this day to find out what the Australian government's position on the situation was, from the horses mouth so to speak. After the speaker explained she was new to Japan, couldn't confirm where Gunma was or indeed Kanto, she then went on to tell me the government's official position was that I should get out of the area. To where? I asked, mentioning I have a wife and two children. Out, was her reply, Away. She then went on to suggest I should get to the embassy, get an emergency passport for my 1 year old daughter and fly to Australia. (Out of my own pocket of course). This is a government representative in a potential emergency situation giving out false and misleading information. God help us if there really was an emergency.",9,""
127,3/22/2011 21:11:19,Rachel Maddow,17-03-2011,Rachel Maddow Show,"""Know Nukes"" is her tag line.  And while her words are saying ""it will not be a bomb""... her graphics are of a bomb & her discussion of re-criticality are overly sensational.",8,http://www.msnbc.msn.com/id/26315908/#42142166
